832
1871
1480   16   20    1
1481   16   20    0
1482   16   19    1
1483   16   19    0
1484   15   20    1
1485   15   20    0
1486   15   19    1
1487   15   19    0
1536   12   21    0
1537   12   21    1
1538   12   22    0
1539   12   22    1
1540   11   21    0
1541   11   21    1
1542   11   22    0
1543   11   22    1
1544    9   22    1
1545    9   22    0
1546    9   21    1
1547    9   21    0
1548   10   22    1
1549   10   22    0
1550   10   21    1
1551   10   21    0
1568    4   22    0
1569    4   22    1
1570    4   21    0
1571    4   21    1
1572    3   22    0
1573    3   22    1
1574    3   21    0
1575    3   21    1
1576    1   21    1
1577    1   21    0
1578    1   22    1
1579    1   22    0
1580    2   21    1
1581    2   21    0
1582    2   22    1
1583    2   22    0
1584    5   22    0
1585    5   22    1
1586    5   21    0
1587    5   21    1
1588    6   22    0
1589    6   22    1
1590    6   21    0
1591    6   21    1
1592    8   21    1
1593    8   21    0
1594    8   22    1
1595    8   22    0
1596    7   21    1
1597    7   21    0
1598    7   22    1
1599    7   22    0
1600   13   21    0
1601   13   21    1
1602   13   22    0
1603   13   22    1
1604   14   21    0
1605   14   21    1
1606   14   22    0
1607   14   22    1
1608   16   22    1
1609   16   22    0
1610   16   21    1
1611   16   21    0
1612   15   22    1
1613   15   22    0
1614   15   21    1
1615   15   21    0
1664   12   23    0
1665   12   23    1
1666   12   24    0
1667   12   24    1
1668   11   23    0
1669   11   23    1
1670   11   24    0
1671   11   24    1
1672    9   24    1
1673    9   24    0
1674    9   23    1
1675    9   23    0
1676   10   24    1
1677   10   24    0
1678   10   23    1
1679   10   23    0
1696    4   24    0
1697    4   24    1
1698    4   23    0
1699    4   23    1
1700    3   24    0
1701    3   24    1
1702    3   23    0
1703    3   23    1
1704    1   23    1
1705    1   23    0
1706    1   24    1
1707    1   24    0
1708    2   23    1
1709    2   23    0
1710    2   24    1
1711    2   24    0
1712    5   24    0
1713    5   24    1
1714    5   23    0
1715    5   23    1
1716    6   24    0
1717    6   24    1
1718    6   23    0
1719    6   23    1
1720    8   23    1
1721    8   23    0
1722    8   24    1
1723    8   24    0
1724    7   23    1
1725    7   23    0
1726    7   24    1
1727    7   24    0
1728   13   23    0
1729   13   23    1
1730   13   24    0
1731   13   24    1
1732   14   23    0
1733   14   23    1
1734   14   24    0
1735   14   24    1
1736   16   24    1
1737   16   24    0
1738   16   23    1
1739   16   23    0
1740   15   24    1
1741   15   24    0
1742   15   23    1
1743   15   23    0
1792   12   25    0
1793   12   25    1
1794   12   26    0
1795   12   26    1
1796   11   25    0
1797   11   25    1
1798   11   26    0
1799   11   26    1
1800    9   26    1
1801    9   26    0
1802    9   25    1
1803    9   25    0
1804   10   26    1
1805   10   26    0
1806   10   25    1
1807   10   25    0
1824    4   26    0
1825    4   26    1
1826    4   25    0
1827    4   25    1
1828    3   26    0
1829    3   26    1
1830    3   25    0
1831    3   25    1
1832    1   25    1
1833    1   25    0
1834    1   26    1
1835    1   26    0
1836    2   25    1
1837    2   25    0
1838    2   26    1
1839    2   26    0
1840    5   26    0
1841    5   26    1
1842    5   25    0
1843    5   25    1
1844    6   26    0
1845    6   26    1
1846    6   25    0
1847    6   25    1
1848    8   25    1
1849    8   25    0
1850    8   26    1
1851    8   26    0
1852    7   25    1
1853    7   25    0
1854    7   26    1
1855    7   26    0
1856   13   25    0
1857   13   25    1
1858   13   26    0
1859   13   26    1
1860   14   25    0
1861   14   25    1
1862   14   26    0
1863   14   26    1
1864   16   26    1
1865   16   26    0
1866   16   25    1
1867   16   25    0
1868   15   26    1
1869   15   26    0
1870   15   25    1
1871   15   25    0
